ST	CARRIER	PLANID	PLANNAME	NETWK	AREA	PREMI27	PREMI50	PREMC2C30	PREMI2C30	INMDI	INMDIA	INMDI_TIERS	INMDIA_2	INDDI	INDDIA	INIDI	INIDIA	ONMDI	ONMDIA	ONDDI	ONDDIA	ONIDI	ONIDIA	INMDF	INMDFA	INMDF_TIERS	INMDFA_2	INDDF	INDDFA	INIDF	INIDFA	ONMDF	ONMDFA	ONDDF	ONDDFA	ONIDF	ONIDFA	INMMOOPI	INMMOOPI_TIERS	INMMOOPI_2	INDMOOPI	INIMOOPI	ONMMOOPI	ONMMOOPIA	ONDMOOPI	ONIMOOPI	INMMOOPF	INMMOOPF_TIERS	INMMOOPF_2	INDMOOPF	INDMOOPFA	INIMOOPF	ONMMOOPF	ONMMOOPFA	ONDMOOPF	ONIMOOPF	INPCCP	INPCCPA	INPCCPSC	INPCCP_TIERS	INPCCPA_2	INPCCI	INPCCIA	INPCCIA_CP	INPCCI_TIERS	INPCCI_TIER2CP	INPCCI_TIER3CP	INPCCI_TIER4CP	INPCCI_TIER2CI	INPCCI_TIER3CI	INPCCI_TIER2	INPCCI_TIER3	INPCCI_TIER4	ONPCCP	ONPCCPA	ONPCCI	ONPCCIA	ONPCCI_PEN	ONPCCIA_CP	ONPCCIA_MIN	ONPCCIA_FIRST	ONPCCIA_SECOND	ONPCCIA_NONPREF	ONPCCIA_NONPART	ONPCCI_TIERS	ONPCCI_TIER2CI	ONPCCI_TIER2	ONPCCI_TIER3	INSCP	INSCPA	INSCP_TIERS	INSCPA_2	INSCI	INSCIA	INSCIA_CP	INSCI_TIERS	INSCI_TIER2CP	INSCI_TIER3CP	INSCI_TIER4CP	INSCI_TIER2CI	INSCI_TIER2	INSCI_TIER3	INSCI_TIER4	ONSCP	ONSCPA	ONSCI	ONSCIA	ONSCI_PEN	ONSCIA_CP	ONSCIA_MIN	ONSCIA_FIRST	ONSCIA_SECOND	ONSCIA_NONPREF	ONSCIA_NONPART	INERCP	INERCPA	INERCP_TIERS	INERCPA_2	INERCPA_3	INERCPA_4	INERCPA_FIRST	INERCI	INERCIA	INERCIA_CP	INERCI_TIERS	INERCI_TIER2CP	INERCI_TIER2CI	INERCI_TIER2	ONERCP	ONERCPA	ONERCP_FIRST	ONERCP_TIERS	ONERCPA_TIER2	ONERCPA_TIER3	ONERCPA_TIER4	ONERCI	ONERCIA	ONERCI_CP	ONERCI_EMC	ONERCIA_EMC	ONERCI_TIERS	ONERCI_TIER2	ONERCIA_TIER2	ONERCIA_TIER2CP	INIFCP	INIFCPA	INIFCI	INIFCIA	INIFCIA_CP	INIFCI_TIERS	INIFCI_TIER2CI	INIFCI_TIER3CI	INIFCI_TIER4CI	INIFCI_TIER2	INIFCI_TIER3	INIFCI_TIER4	ONIFCP	ONIFCPA	ONIFCI	ONIFCIA	ONIFCI_FEE	ONIFCIA_NONPREF	ONIFCIA_NONPART	ONIFCI_CP	INOFCP	INOFCPA	INOFCPA_ASC	INOFCP_TIERS	INOFCP_TIER2	INOFCP_TIER3	INOFCPA_TIER2CP	INOFCPA_TIER3CP	INOFCPA_MIN	INOFCPA_MAX	INOFCI	INOFCIA	INOFCIA_CP	INOFCIA_ASC	INOFCIA_ASC_CP	INOFCI_TIERS	INOFCI_TIER2CI	INOFCI_TIER3CI	INOFCI_TIER4CI	INOFCI_TIER2CP	INOFCI_TIER2	INOFCI_TIER3	INOFCI_TIER4	INOFCIA_MIND	INOFCIA_MAXD	INOFCIA_PREF	INOFCIA_ALT	ONOFCP	ONOFCPA	ONOFCP_ASC	ONOFCI	ONOFCIA	ONOFCI_CP	ONOFCI_FEE	ONOFCIA_NONPREF	ONOFCIA_NONPART	INGDCP	INGDCPA	INGDCP_TIERS	INGDCP_TIER2	INGDCP_TIER3	INGDCP_TIER4	INGDCP_TIER2CP	INGDCP_TIER3CP	INGDCP_TIER4CP	INGDCP_PCP	INGDCP_SP	INGDCI	INGDCIA	ONGDCP	ONGDCPA	ONGDCPA_NONPREF	ONGDCPA_COONP	ONGDCPA_NCOONP	ONGDCPA_FIRST	ONGDCPA_VALUE	ONGDCPA_SELECT	ONGDCI	ONGDCIA	ONGDCIA_CP	ONGDCI_TIERS	ONGDCI_TIER2	ONGDCIA_TIER2	ONGDCIA_TIER2CP	ONGDCIA_PEN	ONGDCIA_TIER2PEN	INPBDCP	INPBDCPA	INPBDCP_TIERS	INPBDCP_TIER2	INPBDCP_TIER3	INPBDCP_TIER4	INPBDCP_TIER2CP	INPBDCP_TIER3CP	INPBDCP_TIER4CP	INPBDCI	INPBDCIA	ONPBDCP	ONPBDCPA	ONPBDCPA_NONPREF	ONPBDCPA_COONP	ONPBDCPA_NCOONP	ONPBDCI	ONPBDCIA	ONPBDCIA_CP	ONPBDCIA_PEN	ONPBDCIA_MINCP	ONPBDCIA_MAXCP	INNBDCP	INNBDCPA	INNBDCP_TIERS	INNBDCP_TIER2	INNBDCP_TIER2CP	INNBDCI	INNBDCIA	INNBDCI_TIERS	INNBDCI_TIER2	INNBDCI_TIER3	INNBDCI_TIER4	INNBDCI_TIER2CI	INNBDCI_TIER3CI	INNBDCI_TIER4CI	INNBDCIA_MIN	ONNBDCP	ONNBDCPA	ONNBDCPA_NONPREF	ONNBDCPA_COONP	ONNBDCPA_NCOONP	ONNBDCI	ONNBDCIA	ONNBDCIA_CP	ONNBDCIA_PEN	ONNBDCIA_MINCP	ONNBDCIA_MAXCP	INSDCP	INSDCPA	INSDCP_TIERS	INSDCP_TIER2	INSDCP_TIER2CP	INSDCI	INSDCIA	INSDCI_TIERS	INSDCI_TIER2	INSDCI_TIER3	INSDCI_TIER4	INSDCI_TIER2CI	INSDCI_TIER3CI	INSDCI_TIER4CI	INSDCIA_MAX	ONSDCP	ONSDCPA	ONSDCPA_GEN	ONSDCPA_PB	ONSDCPA_NP	ONSDCI	ONSDCIA	ONSDCIA_CP	ONSDCIA_MAXCP	METAL	UNIQUEID
WI	Dean Health Plan	38345WI0060003	Prevea360 Copay Plus 2000X	2	11	243.01	414.14	820.84	557.66	1	2000	0		0		0		3		4		0		1	4000	0		0		0		3		4		0		6250	1			6250	0		0		12500	1		2		12500	0		0		1	30	0	0		0			1									99		99									1				1	60	1		0			1								99		99									0		1					4	30	200	1				0			1				19	30	200			1				0		2	30		1							99		99						0			1							2	30				1												99			99						1	10	1									0		99								99			1						0		1							1	30	99					99						0		1			1	50	1								99					99						0		1			1	50	1								99					99				S	WI_2_11_3929
GA	Ambetter from Peach State Health Plan	45495GA0030005	Ambetter Silver 1 + Vision + Adult Dental	2	8	243.03	414.17	820.93	557.73	1	1500	0		1	1000	0		3		4		0		1	3000	0		1	2000	0		3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	50	0	0		0			1									99		99									1				1	75	1		0			1								99		99									2	250	1					0			1				5	250		1				0					1				0		2	30		1							99		99						0			1							2	30				1												99			99						1	25	1									0		99								99			1						2	75	1							0		99					99						2	100	1			0		1								99					99						0		1			2	30	1								99					99				S	GA_2_8_3930
PA	Geisinger Health Plans	22444pa0040010	Marketplace Solutions 6	4	7	243.12	414.17	820.48	557.38	1	2500	0		1	250	0		1	5000	0		0		1	5000	0		1	500	0		1	10000	4		0		5500	1			5500	0		0		11000	1		2		11000	0		0		1	25	0	0		0			1									0		2	30								1				1	50	1		0			1								0		2	30								1	250	1					0			1				2	250		1				0					1				0		2	20		1							0		2	30					0			1							2	20				1												0			2	30					1	3	1									0		99								99			1						2	50	1							0		99					99						2	85	1			0		1								99					99						0		1			2	50	1								99					99				S	PA_4_7_3931
SC	BlueCross BlueShield of South Carolina	26065SC0400002	Blue Cross Blue Shield Silver 1, a Multi-State Plan	3	7	243.18	414.43	674.09	410.72	1	2500	0		2		1	2500	3		4		0						2		0		3		4		0		6000	1			6000	0		0					2			0		0		1	25	0	0		0			1									0		1	100								1				1	50	1		0			1										1	100								0		1					4	30	200	1				0			1				25	30	300			1				0		6	30	200	1							0		1	100					0			1							2	30				1												0			2	100					1	10	1									0		99								99			1						1	35	1							0		99					99						1	100	1			0		1								99					99						1	200	1			0		1								99					99				S	SC_3_7_3932
SC	BlueCross BlueShield of South Carolina	26065SC0400002	Blue Cross Blue Shield Silver 1, a Multi-State Plan	3	25	243.18	414.43	674.09	410.72	1	2500	0		2		1	2500	3		4		0						2		0		3		4		0		6000	1			6000	0		0					2			0		0		1	25	0	0		0			1									0		1	100								1				1	50	1		0			1										1	100								0		1					4	30	200	1				0			1				25	30	300			1				0		6	30	200	1							0		1	100					0			1							2	30				1												0			2	100					1	10	1									0		99								99			1						1	35	1							0		99					99						1	100	1			0		1								99					99						1	200	1			0		1								99					99				S	SC_3_25_3933
FL	Florida Blue (BlueCross BlueShield FL)	16842FL0070115	BlueOptions Everyday Health Plus 1410P	3	13	243.29	414.62	821.8	558.3	1	5750	0		0		0		1	11500	0		0		1	11500	0		0		0		1	23000	4		0		6250	1			6250	1	23000			12500	1		2		12500	1	25000	0		1	75	0	0		0			1									0		2	50								1				0		1		2	10		1								0		2	50								0		1					2	10		1				0			1				29	10				1				0		2	10		1							0		2	50					0			1							2	10				1												0			2	50					1	20	1									0		99								99			1						1	70	1							0		99					99						1	100	1			0		1								99					99						1	150	1			0		1								99					99				S	FL_3_13_3934
PA	Geisinger Health Plans	75729pa0012603	Marketplace Direct 9	1	7	243.4	414.67	821.46	558.04	1	5000	0		0		0		1	5000	0		0		1	10000	0		0		0		1	10000	4		0		6000	1			6000	0		0		12000	1		2		12000	0		0		1	30	0	0		0			1									0		2	40								1				1	50	1		0			1								0		2	40								1	250	1					0			1				2	250		1				0					1				0		2	30		1							0		2	40					0			1							2	30				1												0			2	40					1	3	1									0		99								99			1						1	45	1							0		99					99						1	80	1			0		1								99					99						0		1			1	50	1								99					99				S	PA_1_7_3935
SC	BlueCross BlueShield of South Carolina	26065SC0380003	BlueEssentials Silver 2	3	44	243.35	414.71	674.55	411	1	2000	0		2		1	2000	3		4		0						2		0		3		4		0		6350	1			6350	0		0					2			0		0		1	25	0	0		0			1									0		1	100								1				1	50	1		0			1										1	100								0		1					2	40		1				0			1				36	40				1				0		2	40		1							0		1	100					0			1							2	40				1												0			2	100					1	10	1									0		99								99			1						0		1							2	40	99					99						0		1			2	40	1								99					99						0		1			2	40	1								99					99				S	SC_3_44_3936
SC	BlueCross BlueShield of South Carolina	26065SC0380003	BlueEssentials Silver 2	3	46	243.35	414.71	674.55	411	1	2000	0		2		1	2000	3		4		0						2		0		3		4		0		6350	1			6350	0		0					2			0		0		1	25	0	0		0			1									0		1	100								1				1	50	1		0			1										1	100								0		1					2	40		1				0			1				36	40				1				0		2	40		1							0		1	100					0			1							2	40				1												0			2	100					1	10	1									0		99								99			1						0		1							2	40	99					99						0		1			2	40	1								99					99						0		1			2	40	1								99					99				S	SC_3_46_3937
IA	Coventry Health Care of Iowa Inc.	18973IA0330001	Silver POS IHAWP	4	7	243.35	414.72	822.02	558.46	1	4000	0		1	1000	0		1	6400	0		0		1	8000	0		4		0		1	12800	4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	10	0	0		0			1									0		2	50								1				1	75	1		0			1								0		2	50								1	500	1					0			1				2	500		1				0					1				0		6	30	500	1							0		14	50				1000	0			1							7	30	250			1												0			7	50	250				1	5	1									0		99								99			1						2	45	1							0		99					99						2	75	1			0		1								99					99						0		1			2	30	1								99					99				S	IA_4_7_3938
FL	Florida Blue HMO (a BlueCross BlueShield FL company)	30252FL0020070	BlueCare Everyday Health 1477	2	2	243.36	414.73	822.02	558.46	1	5750	0		0		0		3		4		0		1	11500	0		0		0		3		4		0		6250	1			6250	0		0		12500	1		2		12500	0		0		1	75	0	0		0			1									99		99									1				0		1		2	10		1								99		99									0		1					2	10		1				0			1				29	10				1				0		2	10		1							99		99						0			1							2	10				1												99			99						1	20	1									0		99								99			1						1	70	1							0		99					99						1	100	1			0		1								99					99						1	150	1			0		1								99					99				S	FL_2_2_3939
FL	Florida Blue HMO (a BlueCross BlueShield FL company)	30252FL0020061	BlueCare Everyday Health Plus 1498P	2	8	243.42	414.84	822.24	558.61	1	5000	0		0		0		3		4		0		1	10000	0		0		0		3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	25	0	0		0			1									99		99									1				1	50	1		0			1								99		99									1	500	1					0			1				5	500		1				0					1				0		2	10		1							99		99						0			1							2	10				1												99			99						1	25	1									0		99								99			1						1	60	1							0		99					99						1	100	1			0		1								99					99						1	150	1			0		1								99					99				S	FL_2_8_3940
TX	Ambetter from Superior Health Plan	87226TX0030005	Ambetter Silver 1 + Vision + Adult Dental	2	11	243.42	414.84	822.24	558.61	1	1500	0		1	1000	0		3		4		0		1	3000	0		1	2000	0		3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	50	0	0		0			1									99		99									1				1	75	1		0			1								99		99									2	250	1					0			1				5	250		1				0					1				0		2	30		1							99		99						0			1							2	30				1												99			99						1	25	1									0		99								99			1						2	75	1							0		99					99						2	100	1			0		1								99					99						0		1			2	30	1								99					99				S	TX_2_11_3941
FL	Florida Blue (BlueCross BlueShield FL)	16842FL0120053	BlueSelect Essential Plus 1439P	3	16	243.52	415	822.56	558.83	1	2100	0		2		1	2100	1	4200	0		0		1	4200	0		2		1	4200	1	8400	4		0		4200	1			4200	1	8400			8400	1		2		8400	1	16800	0		0			0		2	10		1									0		2	50								1				0		1		2	10		1								0		2	50								0		1					2	10		1				0			1				29	10				1				0		2	10		1							0		2	50					0			1							2	10				1												0			2	50					2	10	1									0		99								99			1						2	40	1							0		99					99						2	70	1			0		1								99					99						2	150	1			0		1								99					99				S	FL_3_16_3942
GA	Kaiser Foundation Health Plan of Georgia	89942GA0050006	KP GA Silver 1750/25%/HSA	2	2	243	415	824	560	1	1750	0		2		1	1750	3		4		0		1	3500	0		2		1	3500	3		4		0		5000	1			5000	0		0		10000	1		2		10000	0		0		0			0		2	25		1									99		99									1				0		1		2	25		1								99		99									0		1					2	25		1				0			1				29	25				1				0		2	25		1							99		99						0			1							2	25				1												99			99						2	15	1									0		99								99			1						2	45	1							0		99					99						99		1			99		1								99					99						0		1			2	50	1								99					99				S	GA_2_2_3943
GA	Kaiser Foundation Health Plan of Georgia	89942GA0050006	KP GA Silver 1750/25%/HSA	2	3	243	415	824	560	1	1750	0		2		1	1750	3		4		0		1	3500	0		2		1	3500	3		4		0		5000	1			5000	0		0		10000	1		2		10000	0		0		0			0		2	25		1									99		99									1				0		1		2	25		1								99		99									0		1					2	25		1				0			1				29	25				1				0		2	25		1							99		99						0			1							2	25				1												99			99						2	15	1									0		99								99			1						2	45	1							0		99					99						99		1			99		1								99					99						0		1			2	50	1								99					99				S	GA_2_3_3944
GA	Kaiser Foundation Health Plan of Georgia	89942GA0050006	KP GA Silver 1750/25%/HSA	2	4	243	415	824	560	1	1750	0		2		1	1750	3		4		0		1	3500	0		2		1	3500	3		4		0		5000	1			5000	0		0		10000	1		2		10000	0		0		0			0		2	25		1									99		99									1				0		1		2	25		1								99		99									0		1					2	25		1				0			1				29	25				1				0		2	25		1							99		99						0			1							2	25				1												99			99						2	15	1									0		99								99			1						2	45	1							0		99					99						99		1			99		1								99					99						0		1			2	50	1								99					99				S	GA_2_4_3945
GA	Kaiser Foundation Health Plan of Georgia	89942GA0050006	KP GA Silver 1750/25%/HSA	2	10	243	415	824	560	1	1750	0		2		1	1750	3		4		0		1	3500	0		2		1	3500	3		4		0		5000	1			5000	0		0		10000	1		2		10000	0		0		0			0		2	25		1									99		99									1				0		1		2	25		1								99		99									0		1					2	25		1				0			1				29	25				1				0		2	25		1							99		99						0			1							2	25				1												99			99						2	15	1									0		99								99			1						2	45	1							0		99					99						99		1			99		1								99					99						0		1			2	50	1								99					99				S	GA_2_10_3946
GA	Kaiser Foundation Health Plan of Georgia	89942GA0050006	KP GA Silver 1750/25%/HSA	2	8	243	415	824	560	1	1750	0		2		1	1750	3		4		0		1	3500	0		2		1	3500	3		4		0		5000	1			5000	0		0		10000	1		2		10000	0		0		0			0		2	25		1									99		99									1				0		1		2	25		1								99		99									0		1					2	25		1				0			1				29	25				1				0		2	25		1							99		99						0			1							2	25				1												99			99						2	15	1									0		99								99			1						2	45	1							0		99					99						99		1			99		1								99					99						0		1			2	50	1								99					99				S	GA_2_8_3947
GA	Kaiser Foundation Health Plan of Georgia	89942GA0050006	KP GA Silver 1750/25%/HSA	2	13	243	415	824	560	1	1750	0		2		1	1750	3		4		0		1	3500	0		2		1	3500	3		4		0		5000	1			5000	0		0		10000	1		2		10000	0		0		0			0		2	25		1									99		99									1				0		1		2	25		1								99		99									0		1					2	25		1				0			1				29	25				1				0		2	25		1							99		99						0			1							2	25				1												99			99						2	15	1									0		99								99			1						2	45	1							0		99					99						99		1			99		1								99					99						0		1			2	50	1								99					99				S	GA_2_13_3948
ID	PacificSource Health Plans	60597ID0160007	BrightIdea Value Silver 3600	2	2	243	415	822	558	1	3600	0		2		1	3600	1	12000	0		0		1	7200	0		2		1	7200	1	24000	4		0		3600	1			3600	1	24000	2	24000	7200	1		2		7200	1	48000	2	48000	3			0		3			1									0		2	50								1				3		1		3			1								0		2	50								3		1					3			1				0			1				2	50				1				3		3			1							0		2	50					3			1							3					1												0			2	50					3		1									3		99								99			1						3		1							3		99					99						3		1			3		1								99					99						3		1			3		1								99					99				S	ID_2_2_3949
OR	PacificSource Health Plans	Not Available	PacificSource OR Standard Silver Prime Plan PPO 10091OR0360002-01	1	6	243	415	824	560	1	2500	0		2		1	2500	1	12000	0		0		1	5000	0		2		1	5000	1	24000	2		1	24000	6350	1			6350	1	24000	2	24000	12700	1		2		12700	1	48000	2	48000	1	35	0	0		0			1									0		2	65								1				1	70	1		0			1								0		2	65								0		1					2	30		1				0			1				2	65				1				0		2	30		1							0		2	65					0			1							2	30				1												0			2	65					1	15	1									0		99								99			1						1	50	1							0		99					99						0		1			1	50	1								99					99						0		1			1	50	1								99					99				S	OR_1_6_3950
OH	Paramount Insurance Company	74313OH0210002	Paramount HMO Silver	2	6	243.54	415.04	822.66	558.9	1	1900	0		1	100	0		3		4		0		1	3800	0		1	200	0		3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	35	0	0		0			1									99		99									1				1	70	1		0			1								99		99									0		1					2	40		1				0			1				29	40				1				0		2	40		1							99		99						0			1							2	40				1												99			99						2	15	1									0		99								99			1						2	50	1							0		99					99						2	100	1			0		1								99					99						0		1			2	40	1								99					99				S	OH_2_6_3951
FL	Florida Blue HMO (a BlueCross BlueShield FL company)	30252FL0020041	BlueCare Essential 1473	2	16	243.55	415.07	822.68	558.91	1	2100	0		2		1	2100	3		4		0		1	4200	0		2		1	4200	3		4		0		4200	1			4200	0		0		8400	1		2		8400	0		0		0			0		2	10		1									99		99									1				0		1		2	10		1								99		99									0		1					2	10		1				0			1				29	10				1				0		2	10		1							99		99						0			1							2	10				1												99			99						2	10	1									0		99								99			1						2	40	1							0		99					99						2	70	1			0		1								99					99						2	150	1			0		1								99					99				S	FL_2_16_3952
AZ	Meritus Health Partners	60761AZ0060001	Meritus Cooperatively Silver	2	4	243.57	415.09	822.74	558.9500000000001	1	5000	0		1	250	0		3		4		0		1	10000	0		1	500	0		3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		0			0		0			1									99		99									1				1	100	1		0			1								99		99									1	500	1					0			1				1			1				0					1				2	1000	0			1							99		99						2	400		1							0					1												99			99						1	20	1									0		99								99			1						1	72	1							0		99					99						1	150	1			0		1								99					99						0		1			1	40	1								99					99				S	AZ_2_4_3953
WI	Dean Health Plan	38345WI0060004	Prevea360 Copay Plus 3500X	2	16	243.67	415.27	823.0700000000001	559.17	1	3500	0		0		0		3		4		0		1	7000	0		0		0		3		4		0		6250	1			6250	0		0		12500	1		2		12500	0		0		1	30	0	0		0			1									99		99									1				1	60	1		0			1								99		99									0		1					4	10	200	1				0			1				19	10	200			1				0		2	10		1							99		99						0			1							2	10				1												99			99						1	10	1									0		99								99			1						0		1							1	30	99					99						0		1			1	50	1								99					99						0		1			1	50	1								99					99				S	WI_2_16_3954
FL	Florida Blue HMO (a BlueCross BlueShield FL company)	30252FL0020060	BlueCare Everyday Health 1498	2	34	243.69	415.29	823.12	559.21	1	5000	0		0		0		3		4		0		1	10000	0		0		0		3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	25	0	0		0			1									99		99									1				1	50	1		0			1								99		99									1	500	1					0			1				5	500		1				0					1				0		2	10		1							99		99						0			1							2	10				1												99			99						1	25	1									0		99								99			1						1	60	1							0		99					99						1	100	1			0		1								99					99						1	150	1			0		1								99					99				S	FL_2_34_3955
FL	Florida Blue HMO (a BlueCross BlueShield FL company)	30252FL0020061	BlueCare Everyday Health Plus 1498P	2	20	243.7	415.32	823.18	559.25	1	5000	0		0		0		3		4		0		1	10000	0		0		0		3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	25	0	0		0			1									99		99									1				1	50	1		0			1								99		99									1	500	1					0			1				5	500		1				0					1				0		2	10		1							99		99						0			1							2	10				1												99			99						1	25	1									0		99								99			1						1	60	1							0		99					99						1	100	1			0		1								99					99						1	150	1			0		1								99					99				S	FL_2_20_3956
CO	Rocky Mountain Health Plans	Not Available	Rocky Mountain View Silver- Deductible $3000/ Copay $40	1	2	243.71	415.33	823.22	559.28	1	3000	0		1	2000	0		1	6000	1	2000	0		1	6000	0		1	4000	0		1	12000	1	4000	0		6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	40	0	0		0			1									0		2	50								1				1	55	1		0			1								0		2	50								0		1					4	30	250	1				0			1				4	30	250			1				0		2	30		1							0		2	50					0			1							2	30				1												0			2	50					1	15	1									0		99								99			1						0		1							1	30	99					99						0		1			2	40	1								99					99						0		1			2	40	2	2			50				99					99				S	CO_1_2_3957
CO	Rocky Mountain Health Plans	Not Available	Rocky Mountain View Silver- Deductible $3000/ Copay $40	1	5	243.71	415.33	823.22	559.28	1	3000	0		1	2000	0		1	6000	1	2000	0		1	6000	0		1	4000	0		1	12000	1	4000	0		6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	40	0	0		0			1									0		2	50								1				1	55	1		0			1								0		2	50								0		1					4	30	250	1				0			1				4	30	250			1				0		2	30		1							0		2	50					0			1							2	30				1												0			2	50					1	15	1									0		99								99			1						0		1							1	30	99					99						0		1			2	40	1								99					99						0		1			2	40	2	2			50				99					99				S	CO_1_5_3958
WI	Dean Health Plan	38345WI0010054	Dean Copay Plus 3500X	2	15	243.71	415.33	823.22	559.28	1	3500	0		0		0		3		4		0		1	7000	0		0		0		3		4		0		6250	1			6250	0		0		12500	1		2		12500	0		0		1	30	0	0		0			1									99		99									1				1	60	1		0			1								99		99									0		1					4	10	200	1				0			1				17	10	200			1				0		2	10		1							99		99						0			1							2	10				1												99			99						1	10	1									0		99								99			1						0		1							1	30	99					99						0		1			1	50	1								99					99						0		1			1	50	1								99					99				S	WI_2_15_3959
ME	Anthem Blue Cross and Blue Shield	48396ME0710006	Anthem Silver Guided Access w/HSA - cbdo	2	1	243.72	415.35	823.28	559.31	1	2500	0		2		1	2500	3		4		0		1	5000	0		2		1	5000	3		4		0		4000	1			4000	0		0		8000	1		2		8000	0		0		0			0		2	10		1									99		99									1				0		1		2	10		1								99		99									0		1					4	10	200	1				0			1				18	10	200			1				0		2	10		1							99		99						0			1							2	10				1												99			99						0		1									2	10	99								99			1						0		1							2	10	99					99						0		1			2	10	1								99					99						0		1			2	10	1								99					99				S	ME_2_1_3960
FL	Florida Blue HMO (a BlueCross BlueShield FL company)	30252FL0020053	BlueCare Essential Plus 1473P	2	40	243.75	415.39	823.34	559.36	1	2100	0		2		1	2100	3		4		0		1	4200	0		2		1	4200	3		4		0		4200	1			4200	0		0		8400	1		2		8400	0		0		0			0		2	10		1									99		99									1				0		1		2	10		1								99		99									0		1					2	10		1				0			1				29	10				1				0		2	10		1							99		99						0			1							2	10				1												99			99						2	10	1									0		99								99			1						2	40	1							0		99					99						2	70	1			0		1								99					99						2	150	1			0		1								99					99				S	FL_2_40_3961
WI	Arise Health Plan	84670WI1250012	Healthy1Engage	2	11	243.82	415.51	823.5700000000001	559.52	1	3000	0		0		0		3		4		0		1	6000	0		0		0		3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	30	0	0		0			1									99		99									1				1	60	1		0			1								99		99									1	200	1					0			1				5	200		1				0					1				0		2	10		1							99		99						0			1							2	10				1												99			99						1	20	1									0		99								99			1						1	50	1							0		99					99						1	75	1			0		1								99					99						0		1			1	25	1								99					99				S	WI_2_11_3962
SC	BlueCross BlueShield of South Carolina	26065SC0400002	Blue Cross Blue Shield Silver 1, a Multi-State Plan	3	42	243.82	415.52	675.86	411.8	1	2500	0		2		1	2500	3		4		0						2		0		3		4		0		6000	1			6000	0		0					2			0		0		1	25	0	0		0			1									0		1	100								1				1	50	1		0			1										1	100								0		1					4	30	200	1				0			1				25	30	300			1				0		6	30	200	1							0		1	100					0			1							2	30				1												0			2	100					1	10	1									0		99								99			1						1	35	1							0		99					99						1	100	1			0		1								99					99						1	200	1			0		1								99					99				S	SC_3_42_3963
SC	BlueCross BlueShield of South Carolina	26065SC0400002	Blue Cross Blue Shield Silver 1, a Multi-State Plan	3	30	243.82	415.52	675.86	411.8	1	2500	0		2		1	2500	3		4		0						2		0		3		4		0		6000	1			6000	0		0					2			0		0		1	25	0	0		0			1									0		1	100								1				1	50	1		0			1										1	100								0		1					4	30	200	1				0			1				25	30	300			1				0		6	30	200	1							0		1	100					0			1							2	30				1												0			2	100					1	10	1									0		99								99			1						1	35	1							0		99					99						1	100	1			0		1								99					99						1	200	1			0		1								99					99				S	SC_3_30_3964
SC	BlueCross BlueShield of South Carolina	26065SC0400002	Blue Cross Blue Shield Silver 1, a Multi-State Plan	3	1	243.82	415.52	675.86	411.8	1	2500	0		2		1	2500	3		4		0						2		0		3		4		0		6000	1			6000	0		0					2			0		0		1	25	0	0		0			1									0		1	100								1				1	50	1		0			1										1	100								0		1					4	30	200	1				0			1				25	30	300			1				0		6	30	200	1							0		1	100					0			1							2	30				1												0			2	100					1	10	1									0		99								99			1						1	35	1							0		99					99						1	100	1			0		1								99					99						1	200	1			0		1								99					99				S	SC_3_1_3965
SC	BlueCross BlueShield of South Carolina	26065SC0400002	Blue Cross Blue Shield Silver 1, a Multi-State Plan	3	41	243.82	415.52	675.86	411.8	1	2500	0		2		1	2500	3		4		0						2		0		3		4		0		6000	1			6000	0		0					2			0		0		1	25	0	0		0			1									0		1	100								1				1	50	1		0			1										1	100								0		1					4	30	200	1				0			1				25	30	300			1				0		6	30	200	1							0		1	100					0			1							2	30				1												0			2	100					1	10	1									0		99								99			1						1	35	1							0		99					99						1	100	1			0		1								99					99						1	200	1			0		1								99					99				S	SC_3_41_3966
SC	BlueCross BlueShield of South Carolina	26065SC0400002	Blue Cross Blue Shield Silver 1, a Multi-State Plan	3	23	243.82	415.52	675.86	411.8	1	2500	0		2		1	2500	3		4		0						2		0		3		4		0		6000	1			6000	0		0					2			0		0		1	25	0	0		0			1									0		1	100								1				1	50	1		0			1										1	100								0		1					4	30	200	1				0			1				25	30	300			1				0		6	30	200	1							0		1	100					0			1							2	30				1												0			2	100					1	10	1									0		99								99			1						1	35	1							0		99					99						1	100	1			0		1								99					99						1	200	1			0		1								99					99				S	SC_3_23_3967
